year,ELY centre,species,Number of enterprises,Area total (ha),Young population not yet yielding any crop (ha),Crop yielding population (ha),High tunnel cultivation (ha),Yield (1 000 kg),Yield (kg/ha)
2018,North Karelia,Pumpkin,..,..,..,..,..,..,..
2018,North Karelia,Courgette,1,..,..,..,..,..,..
2018,North Karelia,Lettuces,..,..,..,..,..,..,..
2018,North Karelia,Celery,..,..,..,..,..,..,..
2018,North Karelia,Spinach,..,..,..,..,..,..,..
2018,North Karelia,Rhubarb,3,..,..,..,..,7,7602
2018,North Karelia,Dill,..,..,..,..,..,..,..
2018,North Karelia,Parsley,1,..,..,..,..,..,..
2018,North Karelia,Garlic,2,..,..,..,..,..,..
2018,North Karelia,Sweet corn,..,..,..,..,..,..,..
2018,North Karelia,Asparagus,..,..,..,..,..,..,..
2018,North Karelia,Strawberry,80,..,..,313,..,1229,3928
2018,North Karelia,Black and green currant,72,..,..,390,..,215,552
2018,North Karelia,Red currant,34,..,..,52,..,115,2222
2018,North Karelia,White currant,7,..,..,6,..,12,1878
2018,North Karelia,Raspberry,35,..,..,25,..,31,1240
2018,North Karelia,Gooseberry,15,..,..,16,..,6,385
2018,North Karelia,Highbush blueberry,6,..,..,3,..,1,344
2018,North Karelia,Sea buckthorn,15,..,..,5,..,11,2217
2018,North Karelia,Chokeberry (Aronia spp.),4,..,..,1,..,1,1533
2018,North Karelia,Apple,13,..,1,5,..,5,808
2018,Central Finland,Garden pea,21,..,..,..,..,20,1190
2018,Central Finland,Bean,2,..,..,..,..,..,..
2018,Central Finland,White cabbage,3,..,..,..,..,283,29394
2018,Central Finland,Savoy cabbage,..,..,..,..,..,..,..
2018,Central Finland,Red cabbage,1,..,..,..,..,..,..
2018,Central Finland,Cauliflover,3,..,..,..,..,14,9795
2018,Central Finland,Brussels sprout,1,..,..,..,..,..,..
2018,Central Finland,Sprouting broccoli,3,..,..,..,..,6,8108
2018,Central Finland,Kohlrabi,2,..,..,..,..,..,..
2018,Central Finland,Chinese cabbage,..,..,..,..,..,..,..
2018,Central Finland,Carrot,11,..,..,..,..,273,22201
2018,Central Finland,Red beet,1,..,..,..,..,..,..
2018,Central Finland,Swede,2,..,..,..,..,..,..
2018,Central Finland,Turnip,..,..,..,..,..,..,..
2018,Central Finland,Celeriac,..,..,..,..,..,..,..
2018,Central Finland,Parsnip,..,..,..,..,..,..,..
2018,Central Finland,Leek,..,..,..,..,..,..,..
2018,Central Finland,Gherkin,1,..,..,..,..,..,..
2018,Central Finland,Pumpkin,1,..,..,..,..,..,..
2018,Central Finland,Courgette,1,..,..,..,..,..,..
2018,Central Finland,Lettuces,..,..,..,..,..,..,..
2018,Central Finland,Celery,..,..,..,..,..,..,..
2018,Central Finland,Spinach,..,..,..,..,..,..,..
2018,Central Finland,Rhubarb,1,..,..,..,..,..,..
2018,Central Finland,Dill,2,..,..,..,..,..,..
2018,Central Finland,Parsley,..,..,..,..,..,..,..
2018,Central Finland,Garlic,3,..,..,..,..,0,253
2018,Central Finland,Sweet corn,1,..,..,..,..,..,..
2018,Central Finland,Asparagus,1,..,..,..,..,..,..
2018,Central Finland,Strawberry,71,..,..,101,..,290,2864
2018,Central Finland,Black and green currant,44,..,..,114,..,74,652
2018,Central Finland,Red currant,12,..,..,16,..,49,3092
2018,Central Finland,White currant,9,..,..,19,..,45,2337
2018,Central Finland,Raspberry,30,..,..,14,..,14,1056
2018,Central Finland,Gooseberry,2,..,..,..,..,..,..
2018,Central Finland,Highbush blueberry,16,..,..,9,..,6,662
2018,Central Finland,Sea buckthorn,8,..,..,1,..,0,539
2018,Central Finland,Chokeberry (Aronia spp.),1,..,..,..,..,..,..
2018,Central Finland,Apple,21,..,2,11,..,22,1709
2018,South Ostrobothnia,Garden pea,14,..,..,..,..,48,420
2018,South Ostrobothnia,Bean,..,..,..,..,..,..,..
2018,South Ostrobothnia,White cabbage,1,..,..,..,..,..,..
2018,South Ostrobothnia,Savoy cabbage,..,..,..,..,..,..,..
2018,South Ostrobothnia,Red cabbage,..,..,..,..,..,..,..
2018,South Ostrobothnia,Cauliflover,2,..,..,..,..,..,..
2018,South Ostrobothnia,Brussels sprout,..,..,..,..,..,..,..
2018,South Ostrobothnia,Sprouting broccoli,..,..,..,..,..,..,..
2018,South Ostrobothnia,Kohlrabi,..,..,..,..,..,..,..
2018,South Ostrobothnia,Chinese cabbage,..,..,..,..,..,..,..
2018,South Ostrobothnia,Carrot,14,..,..,..,..,1561,31352
2018,South Ostrobothnia,Red beet,4,..,..,..,..,47,18065
2018,South Ostrobothnia,Swede,9,..,..,..,..,144,5376
2018,South Ostrobothnia,Turnip,14,..,..,..,..,63,980
2018,South Ostrobothnia,Celeriac,..,..,..,..,..,..,..
2018,South Ostrobothnia,Parsnip,2,..,..,..,..,..,..
2018,South Ostrobothnia,Leek,..,..,..,..,..,..,..
2018,South Ostrobothnia,Gherkin,..,..,..,..,..,..,..
2018,South Ostrobothnia,Pumpkin,..,..,..,..,..,..,..
2018,South Ostrobothnia,Courgette,..,..,..,..,..,..,..
2018,South Ostrobothnia,Lettuces,..,..,..,..,..,..,..
2018,South Ostrobothnia,Celery,..,..,..,..,..,..,..
2018,South Ostrobothnia,Spinach,..,..,..,..,..,..,..
2018,South Ostrobothnia,Rhubarb,..,..,..,..,..,..,..
2018,South Ostrobothnia,Dill,..,..,..,..,..,..,..
2018,South Ostrobothnia,Parsley,..,..,..,..,..,..,..
2018,South Ostrobothnia,Garlic,7,..,..,..,..,3,518
2018,South Ostrobothnia,Sweet corn,..,..,..,..,..,..,..
2018,South Ostrobothnia,Asparagus,..,..,..,..,..,..,..
2018,South Ostrobothnia,Strawberry,44,..,..,95,..,383,4019
2018,South Ostrobothnia,Black and green currant,29,..,..,33,..,9,275
2018,South Ostrobothnia,Red currant,2,..,..,..,..,..,..
2018,South Ostrobothnia,White currant,1,..,..,..,..,..,..
2018,South Ostrobothnia,Raspberry,20,..,..,11,..,14,1329
2018,South Ostrobothnia,Gooseberry,1,..,..,..,..,..,..
2018,South Ostrobothnia,Highbush blueberry,7,..,..,3,..,4,1240
2018,South Ostrobothnia,Sea buckthorn,35,..,..,57,..,31,543
2018,South Ostrobothnia,Chokeberry (Aronia spp.),3,..,..,21,..,0,5
2018,South Ostrobothnia,Apple,6,..,0,3,..,0,50
2018,Ostrobothnia,Garden pea,18,..,..,..,..,46,1173
2018,Ostrobothnia,Bean,2,..,..,..,..,..,..
2018,Ostrobothnia,White cabbage,26,..,..,..,..,7734,48132
2018,Ostrobothnia,Savoy cabbage,2,..,..,..,..,..,..
2018,Ostrobothnia,Red cabbage,12,..,..,..,..,377,36686
2018,Ostrobothnia,Cauliflover,10,..,..,..,..,315,11956
2018,Ostrobothnia,Brussels sprout,1,..,..,..,..,..,..
2018,Ostrobothnia,Sprouting broccoli,6,..,..,..,..,29,2514
2018,Ostrobothnia,Kohlrabi,2,..,..,..,..,..,..
2018,Ostrobothnia,Chinese cabbage,8,..,..,..,..,272,27908
2018,Ostrobothnia,Carrot,13,..,..,..,..,3923,41965
2018,Ostrobothnia,Red beet,6,..,..,..,..,30,8840
2018,Ostrobothnia,Swede,5,..,..,..,..,2,588
2018,Ostrobothnia,Turnip,8,..,..,..,..,327,5282
2018,Ostrobothnia,Celeriac,3,..,..,..,..,35,15036
2018,Ostrobothnia,Parsnip,5,..,..,..,..,64,10802
2018,Ostrobothnia,Leek,3,..,..,..,..,2,4522
2018,Ostrobothnia,Gherkin,1,..,..,..,..,..,..
2018,Ostrobothnia,Pumpkin,3,..,..,..,..,11,20000
2018,Ostrobothnia,Courgette,3,..,..,..,..,5,20909
2018,Ostrobothnia,Lettuces,9,..,..,..,..,493,15720
2018,Ostrobothnia,Celery,1,..,..,..,..,..,..
2018,Ostrobothnia,Spinach,1,..,..,..,..,..,..
2018,Ostrobothnia,Rhubarb,3,..,..,..,..,7,19894
2018,Ostrobothnia,Dill,2,..,..,..,..,..,..
2018,Ostrobothnia,Parsley,2,..,..,..,..,..,..
2018,Ostrobothnia,Garlic,2,..,..,..,..,..,..
2018,Ostrobothnia,Sweet corn,1,..,..,..,..,..,..
2018,Ostrobothnia,Asparagus,1,..,..,..,..,..,..
2018,Ostrobothnia,Strawberry,46,..,..,114,..,427,3760
2018,Ostrobothnia,Black and green currant,31,..,..,33,..,6,191
2018,Ostrobothnia,Red currant,2,..,..,..,..,..,..
2018,Ostrobothnia,White currant,..,..,..,..,..,..,..
2018,Ostrobothnia,Raspberry,11,..,..,9,..,8,854
2018,Ostrobothnia,Gooseberry,..,..,..,..,..,..,..
2018,Ostrobothnia,Highbush blueberry,5,..,..,2,..,1,572
2018,Ostrobothnia,Sea buckthorn,12,..,..,20,..,7,340
2018,Ostrobothnia,Chokeberry (Aronia spp.),5,..,..,18,..,1,37
2018,Ostrobothnia,Apple,9,..,0,4,..,9,2420
2018,North Ostrobothnia,Garden pea,8,..,..,..,..,23,450
2018,North Ostrobothnia,Bean,2,..,..,..,..,..,..
2018,North Ostrobothnia,White cabbage,6,..,..,..,..,835,26977
2018,North Ostrobothnia,Savoy cabbage,1,..,..,..,..,..,..
2018,North Ostrobothnia,Red cabbage,2,..,..,..,..,..,..
2018,North Ostrobothnia,Cauliflover,1,..,..,..,..,..,..
2018,North Ostrobothnia,Brussels sprout,..,..,..,..,..,..,..
2018,North Ostrobothnia,Sprouting broccoli,1,..,..,..,..,..,..
2018,North Ostrobothnia,Kohlrabi,1,..,..,..,..,..,..
2018,North Ostrobothnia,Chinese cabbage,1,..,..,..,..,..,..
2018,North Ostrobothnia,Carrot,16,..,..,..,..,1208,25734
2018,North Ostrobothnia,Red beet,5,..,..,..,..,563,31648
2018,North Ostrobothnia,Swede,6,..,..,..,..,83,4235
2018,North Ostrobothnia,Turnip,18,..,..,..,..,3,311
2018,North Ostrobothnia,Celeriac,1,..,..,..,..,..,..
2018,North Ostrobothnia,Parsnip,3,..,..,..,..,11,12661
2018,North Ostrobothnia,Leek,..,..,..,..,..,..,..
2018,North Ostrobothnia,Gherkin,1,..,..,..,..,..,..
2018,North Ostrobothnia,Pumpkin,1,..,..,..,..,..,..
2018,North Ostrobothnia,Courgette,2,..,..,..,..,..,..
2018,North Ostrobothnia,Lettuces,1,..,..,..,..,..,..
2018,North Ostrobothnia,Celery,..,..,..,..,..,..,..
2018,North Ostrobothnia,Spinach,..,..,..,..,..,..,..
2018,North Ostrobothnia,Rhubarb,1,..,..,..,..,..,..
2018,North Ostrobothnia,Dill,1,..,..,..,..,..,..
2018,North Ostrobothnia,Parsley,1,..,..,..,..,..,..
2018,North Ostrobothnia,Garlic,5,..,..,..,..,1,1278
2018,North Ostrobothnia,Sweet corn,..,..,..,..,..,..,..
2018,North Ostrobothnia,Asparagus,1,..,..,..,..,..,..
2018,North Ostrobothnia,Strawberry,53,..,..,129,..,487,3776
2018,North Ostrobothnia,Black and green currant,44,..,..,173,..,80,460
2018,North Ostrobothnia,Red currant,12,..,..,10,..,28,2778
2018,North Ostrobothnia,White currant,6,..,..,1,..,0,110
2018,North Ostrobothnia,Raspberry,28,..,..,10,..,14,1459
2018,North Ostrobothnia,Gooseberry,4,..,..,0,..,0,288
2018,North Ostrobothnia,Highbush blueberry,3,..,..,0,..,0,880
2018,North Ostrobothnia,Sea buckthorn,25,..,..,11,..,2,224
2018,North Ostrobothnia,Chokeberry (Aronia spp.),6,..,..,1,..,0,130
2018,North Ostrobothnia,Apple,7,..,0,1,..,7,4991
2018,Kainuu,Garden pea,2,..,..,..,..,..,..
2018,Kainuu,Bean,..,..,..,..,..,..,..
2018,Kainuu,White cabbage,2,..,..,..,..,..,..
2018,Kainuu,Savoy cabbage,..,..,..,..,..,..,..
2018,Kainuu,Red cabbage,1,..,..,..,..,..,..
2018,Kainuu,Cauliflover,2,..,..,..,..,..,..
2018,Kainuu,Brussels sprout,..,..,..,..,..,..,..
2018,Kainuu,Sprouting broccoli,2,..,..,..,..,..,..
2018,Kainuu,Kohlrabi,1,..,..,..,..,..,..
2018,Kainuu,Chinese cabbage,1,..,..,..,..,..,..
2018,Kainuu,Carrot,3,..,..,..,..,12892,12344
2018,Kainuu,Red beet,2,..,..,..,..,..,..
2018,Kainuu,Swede,2,..,..,..,..,..,..
2018,Kainuu,Turnip,2,..,..,..,..,..,..
2018,Kainuu,Celeriac,..,..,..,..,..,..,..
2018,Kainuu,Parsnip,..,..,..,..,..,..,..
2018,Kainuu,Leek,1,..,..,..,..,..,..
2018,Kainuu,Gherkin,1,..,..,..,..,..,..
2018,Kainuu,Pumpkin,..,..,..,..,..,..,..
2018,Kainuu,Courgette,1,..,..,..,..,..,..
2018,Kainuu,Lettuces,1,..,..,..,..,..,..
2018,Kainuu,Celery,..,..,..,..,..,..,..
2018,Kainuu,Spinach,..,..,..,..,..,..,..
2018,Kainuu,Rhubarb,1,..,..,..,..,..,..
2018,Kainuu,Dill,..,..,..,..,..,..,..
2018,Kainuu,Parsley,..,..,..,..,..,..,..
2018,Kainuu,Garlic,1,..,..,..,..,..,..
2018,Kainuu,Sweet corn,..,..,..,..,..,..,..
2018,Kainuu,Asparagus,..,..,..,..,..,..,..
2018,Kainuu,Strawberry,30,..,..,57,..,142,2512
2018,Kainuu,Black and green currant,10,..,..,18,..,21,1195
2018,Kainuu,Red currant,5,..,..,3,..,8,2533
2018,Kainuu,White currant,..,..,..,..,..,..,..
2018,Kainuu,Raspberry,8,..,..,2,..,1,469
2018,Kainuu,Gooseberry,1,..,..,..,..,..,..
2018,Kainuu,Highbush blueberry,..,..,..,..,..,..,..
2018,Kainuu,Sea buckthorn,..,..,..,..,..,..,..
2018,Kainuu,Chokeberry (Aronia spp.),1,..,..,..,..,..,..
2018,Kainuu,Apple,6,..,9,1,..,4,2487
2018,Lapland,Garden pea,..,..,..,..,..,..,..
2018,Lapland,Bean,..,..,..,..,..,..,..
2018,Lapland,White cabbage,2,..,..,..,..,..,..
2018,Lapland,Savoy cabbage,..,..,..,..,..,..,..
2018,Lapland,Red cabbage,..,..,..,..,..,..,..
2018,Lapland,Cauliflover,1,..,..,..,..,..,..
2018,Lapland,Brussels sprout,..,..,..,..,..,..,..
2018,Lapland,Sprouting broccoli,2,..,..,..,..,..,..
2018,Lapland,Kohlrabi,..,..,..,..,..,..,..
2018,Lapland,Chinese cabbage,..,..,..,..,..,..,..
2018,Lapland,Carrot,4,..,..,..,..,124,30741
2018,Lapland,Red beet,2,..,..,..,..,..,..
2018,Lapland,Swede,..,..,..,..,..,..,..
2018,Lapland,Turnip,15,..,..,..,..,99,3652
2018,Lapland,Celeriac,..,..,..,..,..,..,..
2018,Lapland,Parsnip,..,..,..,..,..,..,..
2018,Lapland,Leek,1,..,..,..,..,..,..
2018,Lapland,Gherkin,1,..,..,..,..,..,..
2018,Lapland,Pumpkin,..,..,..,..,..,..,..
2018,Lapland,Courgette,..,..,..,..,..,..,..
2018,Lapland,Lettuces,..,..,..,..,..,..,..
2018,Lapland,Celery,..,..,..,..,..,..,..
2018,Lapland,Spinach,..,..,..,..,..,..,..
2018,Lapland,Rhubarb,..,..,..,..,..,..,..
2018,Lapland,Dill,1,..,..,..,..,..,..
2018,Lapland,Parsley,1,..,..,..,..,..,..
2018,Lapland,Garlic,..,..,..,..,..,..,..
2018,Lapland,Sweet corn,..,..,..,..,..,..,..
2018,Lapland,Asparagus,..,..,..,..,..,..,..
2018,Lapland,Strawberry,9,..,..,11,..,18,1602
2018,Lapland,Black and green currant,7,..,..,9,..,5,569
2018,Lapland,Red currant,..,..,..,..,..,..,..
2018,Lapland,White currant,1,..,..,..,..,..,..
2018,Lapland,Raspberry,4,..,..,0,..,1,1791
2018,Lapland,Gooseberry,..,..,..,..,..,..,..
2018,Lapland,Highbush blueberry,..,..,..,..,..,..,..
2018,Lapland,Sea buckthorn,1,..,..,..,..,..,..
2018,Lapland,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2018,Lapland,Apple,..,..,..,..,..,..,..
2018,Åland,Garden pea,1,..,..,..,..,..,..
2018,Åland,Bean,1,..,..,..,..,..,..
2018,Åland,White cabbage,2,..,..,..,..,..,..
2018,Åland,Savoy cabbage,..,..,..,..,..,..,..
2018,Åland,Red cabbage,..,..,..,..,..,..,..
2018,Åland,Cauliflover,1,..,..,..,..,..,..
2018,Åland,Brussels sprout,..,..,..,..,..,..,..
2018,Åland,Sprouting broccoli,2,..,..,..,..,..,..
2018,Åland,Kohlrabi,2,..,..,..,..,..,..
2018,Åland,Chinese cabbage,7,..,..,..,..,137,10234
2018,Åland,Carrot,9,..,..,..,..,145,26755
2018,Åland,Red beet,6,..,..,..,..,42,11307
2018,Åland,Swede,1,..,..,..,..,..,..
2018,Åland,Turnip,..,..,..,..,..,..,..
2018,Åland,Celeriac,2,..,..,..,..,..,..
2018,Åland,Parsnip,4,..,..,..,..,90,10664
2018,Åland,Leek,9,..,..,..,..,129,18603
2018,Åland,Gherkin,5,..,..,..,..,39,25040
2018,Åland,Pumpkin,2,..,..,..,..,..,..
2018,Åland,Courgette,3,..,..,..,..,4,4424
2018,Åland,Lettuces,9,..,..,..,..,196,15241
2018,Åland,Celery,3,..,..,..,..,35,13419
2018,Åland,Spinach,..,..,..,..,..,..,..
2018,Åland,Rhubarb,..,..,..,..,..,..,..
2018,Åland,Dill,7,..,..,..,..,5,1886
2018,Åland,Parsley,7,..,..,..,..,6,2726
2018,Åland,Garlic,3,..,..,..,..,0,383
2018,Åland,Sweet corn,3,..,..,..,..,5,4690
2018,Åland,Asparagus,1,..,..,..,..,..,..
2018,Åland,Strawberry,4,..,..,8,..,33,3946
2018,Åland,Black and green currant,1,..,..,..,..,..,..
2018,Åland,Red currant,..,..,..,..,..,..,..
2018,Åland,White currant,..,..,..,..,..,..,..
2018,Åland,Raspberry,3,..,..,1,..,5,8571
2018,Åland,Gooseberry,..,..,..,..,..,..,..
2018,Åland,Highbush blueberry,2,..,..,..,..,..,..
2018,Åland,Sea buckthorn,2,..,..,..,..,..,..
2018,Åland,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2018,Åland,Apple,37,..,9,288,..,4964,16718
2019,Uusimaa,Garden pea,55,1342,..,..,..,1003,..
2019,Uusimaa,Bean,15,8,..,..,..,12,..
2019,Uusimaa,White cabbage,..,..,..,..,..,..,..
2019,Uusimaa,Savoy cabbage,..,..,..,..,..,..,..
2019,Uusimaa,Red cabbage,8,4,..,..,..,54,..
2019,Uusimaa,Cauliflover,12,92,..,..,..,826,..
2019,Uusimaa,Brussels sprout,3,1,..,..,..,4,..
2019,Uusimaa,Sprouting broccoli,14,29,..,..,..,185,..
2019,Uusimaa,Kohlrabi,3,0,..,..,..,1,..
2019,Uusimaa,Chinese cabbage,2,..,..,..,..,..,..
2019,Uusimaa,Carrot,10,7,..,..,..,436,..
2019,Uusimaa,Red beet,13,5,..,..,..,37,..
2019,Uusimaa,Swede,7,6,..,..,..,156,..
2019,Uusimaa,Turnip,2,..,..,..,..,..,..
2019,Uusimaa,Celeriac,5,0,..,..,..,1,..
2019,Uusimaa,Parsnip,5,1,..,..,..,3,..
2019,Uusimaa,Leek,7,1,..,..,..,4,..
2019,Uusimaa,Gherkin,8,2,..,..,..,19,..
2019,Uusimaa,Pumpkin,12,3,..,..,..,8,..
2019,Uusimaa,Courgette,9,2,..,..,..,45,..
2019,Uusimaa,Lettuces,8,13,..,..,..,70,..
2019,Uusimaa,Celery,4,0,..,..,..,1,..
2019,Uusimaa,Spinach,..,..,..,..,..,..,..
2019,Uusimaa,Rhubarb,8,1,..,..,..,5,..
2019,Uusimaa,Dill,16,20,..,..,..,19,..
2019,Uusimaa,Parsley,7,1,..,..,..,1,..
2019,Uusimaa,Garlic,11,2,..,..,..,0,..
2019,Uusimaa,Sweet corn,8,7,..,..,..,3,..
2019,Uusimaa,Asparagus,6,2,..,..,..,0,..
2019,Uusimaa,Strawberry,61,250,..,216,..,988,..
2019,Uusimaa,Black and green currant,29,37,..,14,..,20,..
2019,Uusimaa,Red currant,8,1,..,1,..,1,..
2019,Uusimaa,White currant,2,..,..,..,..,..,..
2019,Uusimaa,Raspberry,23,11,..,10,..,37,..
2019,Uusimaa,Gooseberry,2,..,..,..,..,..,..
2019,Uusimaa,Highbush blueberry,11,5,..,3,..,4,..
2019,Uusimaa,Sea buckthorn,3,0,..,0,..,0,..
2019,Uusimaa,Chokeberry (Aronia spp.),2,..,..,..,..,..,..
2019,Uusimaa,Apple,35,89,8,86,..,341,..
2019,Southwest Finland,Garden pea,232,1706,..,..,..,2565,..
2019,Southwest Finland,Bean,18,25,..,..,..,44,..
2019,Southwest Finland,White cabbage,..,..,..,..,..,..,..
2019,Southwest Finland,Savoy cabbage,..,..,..,..,..,..,..
2019,Southwest Finland,Red cabbage,3,2,..,..,..,39,..
2019,Southwest Finland,Cauliflover,12,49,..,..,..,586,..
2019,Southwest Finland,Brussels sprout,2,..,..,..,..,..,..
2019,Southwest Finland,Sprouting broccoli,12,31,..,..,..,176,..
2019,Southwest Finland,Kohlrabi,5,10,..,..,..,360,..
2019,Southwest Finland,Chinese cabbage,1,..,..,..,..,..,..
2019,Southwest Finland,Carrot,69,592,..,..,..,24363,..
2019,Southwest Finland,Red beet,32,79,..,..,..,2407,..
2019,Southwest Finland,Swede,15,124,..,..,..,4605,..
2019,Southwest Finland,Turnip,14,32,..,..,..,315,..
2019,Southwest Finland,Celeriac,6,29,..,..,..,689,..
2019,Southwest Finland,Parsnip,19,68,..,..,..,1372,..
2019,Southwest Finland,Leek,9,16,..,..,..,390,..
2019,Southwest Finland,Gherkin,48,92,..,..,..,5034,..
2019,Southwest Finland,Pumpkin,14,22,..,..,..,669,..
2019,Southwest Finland,Courgette,23,34,..,..,..,1078,..
2019,Southwest Finland,Lettuces,16,26,..,..,..,296,..
2019,Southwest Finland,Celery,5,6,..,..,..,7,..
2019,Southwest Finland,Spinach,..,..,..,..,..,..,..
2019,Southwest Finland,Rhubarb,16,9,..,..,..,129,..
2019,Southwest Finland,Dill,44,38,..,..,..,86,..
2019,Southwest Finland,Parsley,3,1,..,..,..,5,..
2019,Southwest Finland,Garlic,23,21,..,..,..,50,..
2019,Southwest Finland,Sweet corn,8,12,..,..,..,57,..
2019,Southwest Finland,Asparagus,10,10,..,..,..,6,..
2019,Southwest Finland,Strawberry,162,807,..,763,9,3347,..
2019,Southwest Finland,Black and green currant,38,42,..,33,..,42,..
2019,Southwest Finland,Red currant,6,1,..,1,..,2,..
2019,Southwest Finland,White currant,2,..,..,..,..,..,..
2019,Southwest Finland,Raspberry,68,45,..,41,3,121,..
2019,Southwest Finland,Gooseberry,8,3,..,2,..,5,..
2019,Southwest Finland,Highbush blueberry,38,22,..,19,..,66,..
2019,Southwest Finland,Sea buckthorn,16,5,..,5,..,5,..
2019,Southwest Finland,Chokeberry (Aronia spp.),3,0,..,0,..,..,..
2019,Southwest Finland,Apple,64,158,13,151,..,1202,..
2019,Satakunta,Garden pea,116,1140,..,..,..,4251,..
2019,Satakunta,Bean,..,..,..,..,..,..,..
2019,Satakunta,White cabbage,..,..,..,..,..,..,..
2019,Satakunta,Savoy cabbage,..,..,..,..,..,..,..
2019,Satakunta,Red cabbage,6,10,..,..,..,301,..
2019,Satakunta,Cauliflover,12,36,..,..,..,297,..
2019,Satakunta,Brussels sprout,..,..,..,..,..,..,..
2019,Satakunta,Sprouting broccoli,7,29,..,..,..,145,..
2019,Satakunta,Kohlrabi,..,..,..,..,..,..,..
2019,Satakunta,Chinese cabbage,1,..,..,..,..,..,..
2019,Satakunta,Carrot,49,447,..,..,..,16882,..
2019,Satakunta,Red beet,22,290,..,..,..,8569,..
2019,Satakunta,Swede,22,111,..,..,..,5101,..
2019,Satakunta,Turnip,3,3,..,..,..,44,..
2019,Satakunta,Celeriac,2,..,..,..,..,..,..
2019,Satakunta,Parsnip,11,46,..,..,..,448,..
2019,Satakunta,Leek,4,5,..,..,..,92,..
2019,Satakunta,Gherkin,15,33,..,..,..,2009,..
2019,Satakunta,Pumpkin,4,1,..,..,..,12,..
2019,Satakunta,Courgette,2,..,..,..,..,..,..
2019,Satakunta,Lettuces,1,..,..,..,..,..,..
2019,Satakunta,Celery,..,..,..,..,..,..,..
2019,Satakunta,Spinach,..,..,..,..,..,..,..
2019,Satakunta,Rhubarb,..,..,..,..,..,..,..
2019,Satakunta,Dill,8,3,..,..,..,6,..
2019,Satakunta,Parsley,2,..,..,..,..,..,..
2019,Satakunta,Garlic,8,2,..,..,..,1,..
2019,Satakunta,Sweet corn,5,1,..,..,..,1,..
2019,Satakunta,Asparagus,3,4,..,..,..,1,..
2019,Satakunta,Strawberry,55,220,..,172,3,696,..
2019,Satakunta,Black and green currant,15,10,..,8,..,2,..
2019,Satakunta,Red currant,3,1,..,1,..,1,..
2019,Satakunta,White currant,..,..,..,..,..,..,..
2019,Satakunta,Raspberry,23,15,..,14,1,26,..
2019,Satakunta,Gooseberry,3,4,..,4,..,4,..
2019,Satakunta,Highbush blueberry,12,3,..,3,..,3,..
2019,Satakunta,Sea buckthorn,10,5,..,4,..,0,..
2019,Satakunta,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2019,Satakunta,Apple,7,2,..,2,..,4,..
2019,Häme,Garden pea,67,305,..,..,..,613,..
2019,Häme,Bean,2,..,..,..,..,..,..
2019,Häme,White cabbage,..,..,..,..,..,..,..
2019,Häme,Savoy cabbage,..,..,..,..,..,..,..
2019,Häme,Red cabbage,2,..,..,..,..,..,..
2019,Häme,Cauliflover,4,3,..,..,..,22,..
2019,Häme,Brussels sprout,2,..,..,..,..,..,..
2019,Häme,Sprouting broccoli,7,11,..,..,..,60,..
2019,Häme,Kohlrabi,2,..,..,..,..,..,..
2019,Häme,Chinese cabbage,1,..,..,..,..,..,..
2019,Häme,Carrot,26,397,..,..,..,21564,..
2019,Häme,Red beet,18,37,..,..,..,1086,..
2019,Häme,Swede,7,10,..,..,..,26,..
2019,Häme,Turnip,3,1,..,..,..,10,..
2019,Häme,Celeriac,1,..,..,..,..,..,..
2019,Häme,Parsnip,8,5,..,..,..,21,..
2019,Häme,Leek,2,..,..,..,..,..,..
2019,Häme,Gherkin,6,1,..,..,..,27,..
2019,Häme,Pumpkin,3,0,..,..,..,1,..
2019,Häme,Courgette,3,3,..,..,..,86,..
2019,Häme,Lettuces,3,1,..,..,..,16,..
2019,Häme,Celery,2,..,..,..,..,..,..
2019,Häme,Spinach,..,..,..,..,..,..,..
2019,Häme,Rhubarb,3,1,..,..,..,0,..
2019,Häme,Dill,13,6,..,..,..,4,..
2019,Häme,Parsley,..,..,..,..,..,..,..
2019,Häme,Garlic,8,1,..,..,..,2,..
2019,Häme,Sweet corn,4,1,..,..,..,0,..
2019,Häme,Asparagus,4,2,..,..,..,0,..
2019,Häme,Strawberry,81,510,..,447,7,1983,..
2019,Häme,Black and green currant,43,40,..,18,..,18,..
2019,Häme,Red currant,12,9,..,9,..,17,..
2019,Häme,White currant,3,3,..,2,..,1,..
2019,Häme,Raspberry,42,39,..,37,9,323,..
2019,Häme,Gooseberry,2,..,..,..,..,..,..
2019,Häme,Highbush blueberry,21,10,..,8,..,23,..
2019,Häme,Sea buckthorn,11,2,..,2,..,1,..
2019,Häme,Chokeberry (Aronia spp.),5,2,..,2,..,1,..
2019,Häme,Apple,17,21,2,20,..,134,..
2019,Pirkanmaa,Garden pea,26,25,..,..,..,22,..
2019,Pirkanmaa,Bean,1,..,..,..,..,..,..
2019,Pirkanmaa,White cabbage,..,..,..,..,..,..,..
2019,Pirkanmaa,Savoy cabbage,..,..,..,..,..,..,..
2019,Pirkanmaa,Red cabbage,1,..,..,..,..,..,..
2019,Pirkanmaa,Cauliflover,3,14,..,..,..,0,..
2019,Pirkanmaa,Brussels sprout,2,..,..,..,..,..,..
